category,material,material_cost,labour_cost,size,weight,market_min,market_avg,market_max,demand_score,price
Wooden Craft,Clay,103,326,42.82,1.84,2298.11,2713,2985.03,0.3,2442.72
Embroidered Cloth,Bamboo,1362,246,29.26,2.32,1575.69,1890,2002.66,0.55,3360.94
Embroidered Cloth,Brass,160,998,12.3,4.08,2199.14,2657,3124.1,0.81,3597.6
Wooden Craft,Brass,218,758,47.69,2.22,334.27,378,476.51,0.4,1931.54
Metal Craft,Beads,1427,958,51.85,1.87,1191.04,1326,1478.19,0.48,4287.0
Bamboo Basket,Jute,125,378,48.63,3.87,3444.92,3996,4778.61,0.58,3238.51
Jute Bag,Silk,1318,340,7.44,4.0,2143.78,2679,3147.6,0.8,3983.96
Bamboo Basket,Bamboo,879,648,17.06,1.36,1676.48,1896,2444.85,0.82,3384.16
Metal Craft,Jute,1097,588,50.66,3.21,729.67,822,919.08,0.87,3182.95
Jute Bag,Clay,707,485,53.47,1.59,776.3,883,978.2,0.93,2717.03
Bamboo Basket,Beads,1298,1175,26.11,2.41,286.93,310,400.93,0.44,3663.81
Wooden Craft,Jute,987,366,15.37,3.48,2278.37,2926,3398.11,0.48,3736.76
Wooden Craft,Cotton,356,724,30.95,3.74,2796.3,3328,4214.61,0.32,3601.58
Handmade Jewellery,Jute,407,1188,25.0,2.94,2945.26,3825,4677.89,0.22,4435.87
Jute Bag,Cane,245,845,17.4,3.11,2497.82,3045,3368.35,0.42,3464.52
Pottery,Brass,707,65,14.3,4.43,2523.49,2990,3426.33,0.3,2844.7
Bamboo Basket,Silk,963,67,17.43,3.23,2490.77,2827,3313.55,0.31,3076.03
Handloom Saree,Cane,1329,350,15.25,2.85,3080.4,3874,4577.3,0.3,4715.58
Embroidered Cloth,Silk,979,884,30.79,1.38,1334.71,1458,1775.33,0.92,3603.72
Handloom Saree,Terracotta,431,382,27.46,0.65,1966.14,2255,2475.59,0.42,2526.08
Cane Furniture,Jute,1273,914,59.17,4.56,444.95,541,656.1,0.73,3912.3
Handmade Jewellery,Clay,531,413,11.59,4.62,1314.21,1477,1919.9,0.77,2474.06
Handmade Jewellery,Jute,814,548,32.72,3.43,2572.34,3094,3582.16,0.97,3943.66
Metal Craft,Clay,606,67,31.14,3.78,511.4,648,774.67,0.83,1608.8
Cane Furniture,Beads,808,257,19.92,3.86,1455.07,1900,2050.9,0.34,2778.5
Wooden Craft,Cane,1003,1139,9.83,0.86,1045.73,1319,1566.9,0.98,3914.4
Embroidered Cloth,Terracotta,1231,777,55.21,1.09,991.27,1291,1358.64,0.21,3618.64
Bamboo Basket,Terracotta,634,1192,47.0,0.76,1640.6,1761,2084.81,0.89,3905.98
Metal Craft,Beads,80,272,18.22,2.09,2262.99,2578,2968.49,0.98,2261.31
Handmade Jewellery,Brass,189,639,24.19,4.17,3078.04,3688,4356.53,0.64,3663.77
Jute Bag,Cane,112,310,49.44,1.38,1347.24,1638,1782.11,0.46,1812.77
Handloom Saree,Cane,638,654,40.27,4.63,2829.51,3440,4416.75,0.65,4077.32
Bamboo Basket,Bamboo,443,385,40.02,1.56,900.36,1003,1252.54,0.53,1914.56
Bamboo Basket,Wood,263,128,55.42,1.24,688.77,813,936.39,0.72,1450.14
Handmade Jewellery,Clay,912,1180,26.67,2.74,635.18,707,865.39,0.91,3621.8
Cane Furniture,Terracotta,1330,487,43.37,3.49,1395.47,1748,2137.69,0.25,3634.02
Terracotta,Bamboo,266,858,26.0,3.3,1837.61,2138,2431.19,0.55,3084.96
Pottery,Clay,1281,1184,34.56,1.47,2137.17,2329,2458.05,0.39,4870.36
Cane Furniture,Jute,85,827,7.78,4.47,642.48,679,716.35,0.64,2090.24
Terracotta,Clay,560,752,8.17,4.69,1602.16,1718,2004.1,0.46,2831.3
Cane Furniture,Brass,87,520,13.37,0.8,1065.28,1162,1334.86,0.65,1671.83
Wooden Craft,Wood,115,992,5.67,2.49,1419.83,1826,2223.7,0.98,2798.67
Cane Furniture,Beads,1130,927,34.32,2.44,740.75,953,1020.28,0.87,3708.37
Jute Bag,Clay,375,886,5.22,2.07,3177.8,3762,4693.67,0.42,4013.1
Jute Bag,Beads,452,1046,55.93,1.17,1632.89,1760,1989.77,0.21,3395.45
Terracotta,Silk,428,430,18.85,2.39,555.62,634,748.48,0.46,1770.92
Bamboo Basket,Beads,145,222,31.83,1.16,2766.37,3544,4469.68,0.36,2613.69
Cane Furniture,Jute,235,192,20.66,1.66,1826.45,2224,2404.24,0.24,1951.78
Metal Craft,Wood,308,104,7.39,2.06,2258.95,2751,3110.08,0.75,2353.02
Pottery,Cane,275,108,38.63,0.44,2917.52,3129,3645.75,0.23,2427.88
Wooden Craft,Brass,1153,106,30.87,3.51,766.72,899,1078.16,0.57,2544.33
Terracotta,Clay,1447,398,57.21,0.15,1146.38,1328,1473.39,0.99,3514.18
Pottery,Terracotta,394,784,42.38,2.79,1779.42,1969,2253.05,0.93,3190.7
Terracotta,Beads,912,514,55.05,3.98,2558.12,2826,3400.88,0.26,3742.28
Bamboo Basket,Silk,397,525,57.45,1.0,545.95,711,815.42,0.28,1961.09
Embroidered Cloth,Clay,155,240,51.95,0.48,2827.71,3028,3588.43,0.76,2747.32
Cane Furniture,Brass,1312,942,6.45,0.38,1676.97,1780,2175.34,0.49,4062.38
Handmade Jewellery,Jute,281,957,25.85,2.45,2805.31,3038,3269.74,0.49,3646.0
Jute Bag,Silk,717,1081,20.87,4.09,908.44,1042,1095.79,0.99,3473.88
Wooden Craft,Cotton,899,671,34.42,0.74,464.76,561,626.73,0.99,2806.6
Pottery,Silk,853,438,40.97,2.72,2825.3,3499,4283.93,0.68,4155.09
Bamboo Basket,Cane,852,314,40.4,1.29,1295.94,1623,1772.55,0.52,2862.3
Jute Bag,Bamboo,846,440,54.92,2.68,573.96,631,696.26,0.41,2400.6
Handmade Jewellery,Bamboo,1268,458,57.49,3.72,2185.26,2363,2818.2,0.9,4081.59
Jute Bag,Brass,132,826,7.73,2.55,757.33,807,927.7,0.37,1934.74
Terracotta,Silk,776,403,26.81,0.64,1879.52,2156,2299.09,0.5,2912.61
Terracotta,Jute,179,1057,41.12,2.37,1033.88,1096,1313.6,0.84,2765.83
Pottery,Brass,505,483,42.72,3.44,1512.16,1596,1962.07,0.73,2662.28
Handloom Saree,Cane,763,251,28.94,2.2,1894.18,2079,2562.93,0.57,2821.05
Bamboo Basket,Beads,926,1129,25.19,4.42,3096.59,3275,3993.86,0.53,4912.94
Embroidered Cloth,Wood,859,1074,46.39,2.36,569.3,645,710.23,0.53,3303.06
Jute Bag,Wood,1112,260,19.95,2.07,1599.6,2006,2494.56,0.39,3032.73
Handloom Saree,Cane,910,946,25.7,1.58,577.31,664,816.27,0.56,3204.66
Bamboo Basket,Bamboo,847,129,6.77,3.13,1634.36,1744,2002.07,0.52,2491.3
Handloom Saree,Brass,856,764,21.62,1.46,337.87,415,520.83,0.21,2724.41
Embroidered Cloth,Silk,721,225,37.86,0.89,3170.46,3981,5079.48,0.34,3708.22
Embroidered Cloth,Beads,572,929,33.62,4.28,3232.57,3760,3959.22,0.6,4662.74
Wooden Craft,Clay,681,619,6.57,1.13,2289.75,2968,3821.23,0.29,3548.23
Bamboo Basket,Terracotta,864,351,37.77,2.62,2129.89,2825,3501.45,0.49,3483.48
Pottery,Beads,1167,420,47.21,0.45,1492.7,1620,1810.73,0.8,3332.2
Bamboo Basket,Beads,443,467,24.75,1.98,1769.75,2079,2371.69,0.41,2628.93
Pottery,Clay,990,111,14.89,2.75,2943.33,3332,3891.43,0.82,3557.55
Handmade Jewellery,Brass,482,618,27.92,3.13,447.32,541,691.06,0.87,2229.83
Terracotta,Bamboo,828,687,5.88,0.62,2449.58,2643,3215.62,0.76,3707.54
Handloom Saree,Cotton,689,872,47.43,0.33,3225.51,3470,4493.38,0.72,4479.12
Handmade Jewellery,Bamboo,993,199,56.85,2.61,2359.05,2661,2962.25,0.51,3361.8
Cane Furniture,Brass,385,715,19.09,4.41,342.58,407,447.68,0.85,2304.25
Wooden Craft,Brass,1444,354,11.72,2.52,1842.05,2015,2205.48,0.76,3807.23
Handloom Saree,Clay,350,1184,41.53,4.51,501.44,566,695.18,0.95,2831.77
Handmade Jewellery,Wood,289,895,25.03,3.29,3169.96,3665,3924.91,0.42,3980.59
Cane Furniture,Silk,1301,882,18.53,3.47,3279.8,3800,4846.51,0.6,5148.68
Wooden Craft,Bamboo,1062,574,22.77,1.89,424.27,524,555.62,0.23,2645.11
Jute Bag,Clay,243,1176,18.88,2.06,1337.7,1655,2089.81,0.57,3015.25
Wooden Craft,Terracotta,507,740,59.19,2.98,3318.11,3846,4112.21,0.84,4245.53
Embroidered Cloth,Beads,185,379,14.23,0.15,3248.97,3710,4716.6,0.84,3020.96
Cane Furniture,Jute,684,718,24.17,2.52,517.33,631,743.29,0.95,2651.05
Handloom Saree,Cotton,1198,931,11.84,2.7,1092.2,1429,1616.57,0.39,3772.96
Bamboo Basket,Brass,1326,721,8.05,3.17,781.39,988,1098.23,0.95,3666.49
Terracotta,Silk,1335,584,36.67,4.13,737.76,795,1019.22,0.39,3344.38
Embroidered Cloth,Cotton,414,657,59.07,0.31,1092.13,1326,1405.27,0.46,2515.56
Terracotta,Cotton,1413,490,18.87,4.4,2844.78,3205,3635.21,0.29,4480.64
Embroidered Cloth,Clay,87,503,18.06,3.43,2172.36,2402,3091.52,0.29,2280.08
Terracotta,Wood,459,359,16.64,0.5,1841.53,2417,2873.52,0.83,2643.22
Handmade Jewellery,Clay,1326,454,29.37,3.86,1261.28,1553,1863.58,0.39,3334.03
Embroidered Cloth,Cane,603,377,30.69,4.19,3264.18,3739,4719.78,0.48,3817.96
Cane Furniture,Jute,1006,1134,33.9,1.72,3116.28,3924,4822.34,0.62,5303.64
Handloom Saree,Clay,655,475,10.87,3.19,1163.26,1302,1609.62,0.92,2603.41
Jute Bag,Wood,872,592,44.89,2.7,1769.95,2228,2602.67,0.25,3279.06
Jute Bag,Wood,1119,1162,26.53,4.95,588.55,707,784.01,0.87,3938.41
Embroidered Cloth,Cane,627,81,27.2,2.9,3525.94,3867,4548.88,0.76,3365.75
Handloom Saree,Brass,1127,851,16.56,4.34,3058.35,3309,4110.99,0.86,4920.22
Bamboo Basket,Cane,631,419,26.48,0.64,1764.48,2046,2228.94,0.79,2773.69
Cane Furniture,Bamboo,959,491,33.91,3.16,2060.24,2710,3336.69,0.22,3725.29
Terracotta,Beads,1123,445,50.13,1.94,2252.41,2909,3259.2,0.24,3909.68
Embroidered Cloth,Cane,743,196,9.67,3.14,2634.93,2848,3115.76,0.41,3027.57
Embroidered Cloth,Terracotta,924,859,24.95,0.71,1086.22,1360,1764.85,0.81,3485.25
Embroidered Cloth,Cotton,209,941,20.47,3.02,725.29,845,956.39,0.76,2524.62
Terracotta,Bamboo,948,152,40.5,0.32,1379.8,1597,1744.09,0.73,2756.88
Handmade Jewellery,Wood,1465,484,26.89,1.23,1290.81,1465,1709.26,0.58,3607.0
Bamboo Basket,Cotton,514,1160,22.41,4.82,2904.01,3278,3635.44,0.5,4692.73
Bamboo Basket,Terracotta,103,306,54.97,2.26,1830.32,2079,2333.98,0.98,2333.46
Handmade Jewellery,Beads,1232,536,13.17,2.17,1284.09,1528,1677.9,0.92,3510.4
Embroidered Cloth,Beads,625,826,13.69,2.72,293.95,311,369.92,0.65,2470.34
Pottery,Bamboo,544,1124,8.09,2.22,2829.03,3583,4247.68,0.68,4392.6
Handmade Jewellery,Terracotta,828,1054,59.33,2.25,405.12,533,646.71,0.88,3482.09
Handmade Jewellery,Terracotta,1293,1079,44.0,4.31,1892.04,2193,2388.97,0.88,4873.8
Embroidered Cloth,Terracotta,1125,678,22.17,4.56,2291.67,2500,2842.39,0.23,4070.87
Handloom Saree,Terracotta,529,181,54.55,3.9,893.7,1174,1418.11,0.81,2175.58
Metal Craft,Silk,677,426,14.71,3.09,981.59,1215,1485.12,0.47,2445.99
Handloom Saree,Terracotta,855,284,28.54,1.7,1744.56,2004,2166.03,0.6,2913.7
Metal Craft,Silk,1282,266,33.44,0.32,3406.91,3622,4022.52,0.58,4298.78
Wooden Craft,Clay,1075,199,7.1,3.63,1870.93,2044,2295.13,0.33,3039.82
Handloom Saree,Wood,635,558,41.55,3.95,3200.49,3819,4382.41,0.74,4272.53
Handmade Jewellery,Silk,710,770,17.97,0.35,1839.25,2443,2763.43,0.46,3460.42
Cane Furniture,Bamboo,976,66,38.18,2.13,2582.55,2744,3279.24,0.75,3339.77
Handmade Jewellery,Beads,1207,851,45.41,4.65,542.12,674,832.8,0.27,3530.26
Metal Craft,Wood,518,1064,30.51,0.99,2734.04,3002,3887.01,0.84,4190.74
Terracotta,Silk,875,160,49.72,4.24,1788.78,1922,2064.84,0.4,2901.03
Cane Furniture,Wood,1295,686,26.22,1.76,2313.53,2497,2760.87,0.29,4282.87
Cane Furniture,Cane,875,1174,48.81,4.32,2099.82,2773,3080.57,0.35,4448.31
Wooden Craft,Terracotta,99,932,57.29,4.0,3390.32,3600,4475.94,0.92,4022.53
Cane Furniture,Silk,616,1045,52.53,3.55,3147.97,3998,4834.53,0.8,4986.35
Embroidered Cloth,Bamboo,1139,705,47.08,1.91,1258.23,1677,2067.65,0.8,3857.64
Bamboo Basket,Clay,898,419,46.24,0.97,2850.31,3679,3936.57,0.8,4212.58
Bamboo Basket,Beads,376,1179,24.21,4.23,1958.14,2140,2264.81,0.49,3647.29
Pottery,Clay,806,1153,28.76,0.38,3440.11,3817,4402.25,0.54,5001.25
Handloom Saree,Clay,1470,714,30.13,0.75,2674.96,2893,3186.31,0.23,4540.35
Bamboo Basket,Terracotta,251,1088,12.52,4.24,2330.8,2971,3426.35,0.59,3838.48
Bamboo Basket,Cane,1247,293,29.96,4.41,1578.14,1844,2104.27,0.41,3334.01
Jute Bag,Silk,1354,747,43.95,3.92,2388.35,2806,3402.58,0.97,4803.91
Embroidered Cloth,Terracotta,1058,997,44.31,2.65,1609.76,2014,2146.9,0.63,4372.8
Jute Bag,Terracotta,58,1078,44.35,4.05,764.88,881,1042.64,0.95,2657.79
Handloom Saree,Bamboo,728,645,32.49,4.38,2024.59,2634,3383.24,0.86,3774.22
Embroidered Cloth,Bamboo,701,636,51.57,0.87,357.18,420,516.45,0.32,2341.04
Handmade Jewellery,Bamboo,372,612,7.38,4.21,2665.17,3226,3655.78,0.88,3548.16
Metal Craft,Cotton,1344,77,27.02,0.51,2726.95,3303,4141.65,0.34,3808.78
Handmade Jewellery,Silk,267,1181,48.45,0.29,373.62,498,570.18,0.79,2652.03
Bamboo Basket,Bamboo,328,390,38.96,4.76,654.79,756,974.03,0.72,1783.79
Handmade Jewellery,Cane,705,835,30.9,4.02,3216.43,3850,4272.56,0.5,4583.17
Bamboo Basket,Clay,882,1053,8.83,2.81,223.76,267,322.08,0.59,3017.5
Embroidered Cloth,Brass,153,1031,29.55,0.7,1841.16,2029,2554.44,0.64,3162.14
Embroidered Cloth,Silk,1087,1185,57.87,3.78,555.93,634,793.78,0.87,3929.04
Cane Furniture,Cane,579,896,49.76,0.23,1478.7,1852,2096.16,0.99,3501.83
Bamboo Basket,Beads,1418,648,32.01,0.55,1091.99,1413,1529.57,0.76,3842.55
Handmade Jewellery,Brass,745,572,49.86,3.17,2830.0,3064,3297.12,0.2,3788.55
Embroidered Cloth,Jute,1315,905,55.6,0.31,3137.84,3875,4383.22,0.35,5398.44
Cane Furniture,Terracotta,787,1046,51.78,0.34,3099.61,3856,4848.14,0.21,4882.57
Handloom Saree,Silk,1299,492,30.65,2.24,640.32,844,963.09,0.5,3150.74
Terracotta,Wood,1493,1030,47.58,2.07,3002.57,3796,4206.83,0.53,5886.14
Handmade Jewellery,Terracotta,1090,600,59.93,1.09,3380.66,3644,4252.83,0.53,4507.9
Handmade Jewellery,Terracotta,203,956,57.27,2.95,3026.9,3778,4108.87,0.48,4156.99
Embroidered Cloth,Terracotta,425,130,52.47,1.54,2842.96,3649,4384.39,0.59,3128.87
Bamboo Basket,Silk,1027,53,24.17,4.13,3080.42,3310,3613.86,0.58,3486.88
Terracotta,Jute,620,234,52.36,1.16,3016.76,3877,4386.5,0.22,3535.89
Handloom Saree,Clay,795,949,29.88,2.64,1113.52,1236,1342.8,0.9,3434.45
Metal Craft,Brass,1041,83,39.52,4.51,1117.0,1324,1615.35,0.7,2703.76
Cane Furniture,Silk,1235,193,6.59,2.04,3129.84,3638,4715.27,0.78,4179.97
Bamboo Basket,Jute,174,366,21.34,2.93,3035.14,3684,4470.01,0.66,3085.85
Wooden Craft,Brass,908,1063,42.58,2.46,2774.75,3435,3856.06,0.36,4815.28
Bamboo Basket,Terracotta,1204,487,38.47,3.64,3010.83,3187,3829.14,0.58,4293.01
Pottery,Bamboo,463,1048,19.62,2.1,1278.35,1525,1721.03,0.5,3259.87
Handmade Jewellery,Cotton,1239,74,48.97,2.58,3128.38,3614,3842.21,0.4,4098.01
Handloom Saree,Bamboo,830,347,50.82,2.73,1843.93,1943,2136.01,0.27,2975.31
Embroidered Cloth,Cane,1162,252,29.08,0.12,1077.99,1186,1299.55,0.85,2732.65
Handmade Jewellery,Cane,662,211,54.47,2.64,1188.92,1406,1739.43,0.73,2434.65
Handloom Saree,Jute,856,90,16.85,2.68,1650.56,1863,2225.2,0.5,2556.41
Terracotta,Beads,1357,83,58.83,0.74,454.65,488,563.24,0.45,2396.16
Wooden Craft,Cane,1400,668,24.98,1.53,2707.06,3291,3959.98,0.9,4912.14
Bamboo Basket,Brass,123,875,23.48,0.82,1161.93,1439,1538.57,0.45,2462.68
Embroidered Cloth,Clay,258,636,8.67,3.29,1603.81,1731,2236.13,0.55,2463.79
Handmade Jewellery,Silk,654,790,33.51,3.27,398.41,488,519.99,0.62,2554.05
Jute Bag,Silk,134,301,42.67,4.76,1667.21,2177,2605.52,0.23,2153.05
Bamboo Basket,Silk,250,872,10.15,1.09,263.43,286,365.1,0.88,1946.12
Handloom Saree,Beads,589,384,39.84,3.43,2519.24,3237,4114.84,0.62,3479.68
Handmade Jewellery,Brass,865,1087,54.08,0.68,3081.24,3366,3773.82,0.56,4869.15
Embroidered Cloth,Cotton,1231,723,26.6,4.44,1588.89,1741,1957.36,0.37,3935.63
Pottery,Wood,973,746,28.79,1.21,1143.97,1220,1582.25,0.81,3416.69
Jute Bag,Wood,673,136,35.81,1.34,2422.89,2961,3698.7,0.88,2980.98
Bamboo Basket,Brass,1056,403,24.91,4.68,1343.02,1713,1955.94,0.67,3341.06
Pottery,Clay,906,226,58.15,1.88,2564.61,3348,4202.32,0.66,3768.43
Handmade Jewellery,Clay,689,449,15.83,3.14,3080.2,3936,4855.37,0.78,3985.43
Handmade Jewellery,Clay,1309,843,19.7,0.41,2743.29,3352,3657.37,0.43,4864.83
Metal Craft,Terracotta,1439,76,12.65,4.87,134.15,163,190.68,0.35,2406.76
Wooden Craft,Cane,673,256,56.67,0.49,2445.83,2794,3481.75,0.9,3262.25
Jute Bag,Clay,1309,1112,39.14,0.49,2477.02,2842,3528.47,0.79,5308.17
Handmade Jewellery,Cane,1011,73,17.33,3.15,2584.74,3060,3438.52,0.84,3479.22
Terracotta,Cane,1343,868,22.54,4.32,1347.23,1641,2114.49,0.88,4272.26
Handloom Saree,Clay,459,407,20.47,4.46,311.69,390,495.03,0.28,1670.43
Handmade Jewellery,Cane,485,803,12.52,4.08,3284.42,3783,4300.83,0.2,4102.48
Bamboo Basket,Bamboo,80,998,50.16,1.57,2485.08,2656,3317.99,0.69,3376.16
Handmade Jewellery,Silk,1333,1077,43.92,3.7,545.59,619,767.11,0.35,3836.64
Embroidered Cloth,Silk,914,825,38.12,4.02,2846.24,3226,3649.31,0.61,4351.72
Jute Bag,Silk,359,323,34.86,3.62,765.18,882,1038.5,0.62,1747.67
Handloom Saree,Silk,1105,670,36.39,4.58,2322.51,2878,3487.57,0.33,4268.38
Bamboo Basket,Terracotta,366,786,6.23,4.95,2250.52,2940,3251.79,0.74,3605.16
Terracotta,Beads,1132,746,35.9,2.78,3127.88,3922,4367.32,0.2,4920.08
Bamboo Basket,Cotton,893,1038,34.69,1.59,3303.9,3926,4753.23,0.28,5021.22
Bamboo Basket,Terracotta,1375,930,34.1,4.81,2552.62,2712,3135.18,0.43,5011.15
Metal Craft,Clay,1402,996,23.37,0.28,2938.49,3878,4204.63,0.43,5520.67
Bamboo Basket,Cane,621,911,44.96,4.57,1208.25,1573,1790.5,0.2,3091.79
Terracotta,Wood,1413,366,9.59,1.52,2608.23,3476,3754.09,0.8,4499.33
Embroidered Cloth,Bamboo,1202,485,31.64,2.91,1994.53,2449,2773.95,0.65,3896.11
Cane Furniture,Terracotta,417,1056,56.66,3.52,3455.02,3883,4855.14,0.78,4766.32
Embroidered Cloth,Wood,855,281,29.22,4.67,1910.28,2161,2665.02,0.39,2919.98
Embroidered Cloth,Wood,1360,325,59.84,3.09,681.7,828,916.55,0.28,2982.23
Cane Furniture,Jute,267,790,39.87,2.99,717.0,819,891.21,0.34,2071.98
Handloom Saree,Cane,376,59,18.11,0.12,1509.99,1819,2212.71,0.85,1957.64
Wooden Craft,Wood,1059,426,50.79,4.88,268.47,303,334.92,0.2,2457.48
Terracotta,Silk,995,738,23.17,2.43,1962.85,2197,2500.45,0.57,3841.34
Handmade Jewellery,Silk,639,997,10.39,3.97,1920.23,2146,2477.83,0.51,3671.71
Handloom Saree,Cotton,306,1041,50.79,3.78,649.83,836,881.28,0.8,2763.31
Cane Furniture,Wood,227,971,52.98,2.27,2594.19,3160,3342.27,0.63,3852.26
Handloom Saree,Wood,667,408,57.22,3.06,263.5,343,410.13,0.69,2164.39
Jute Bag,Jute,1060,833,41.49,1.16,3476.29,3884,4619.05,0.62,4955.95
Cane Furniture,Beads,1011,143,5.54,3.92,2870.26,3096,3431.08,0.56,3417.57
Embroidered Cloth,Cane,743,691,45.3,1.07,783.42,830,1039.55,0.8,2753.59
Handmade Jewellery,Clay,878,608,40.1,0.42,1389.23,1707,1973.39,0.59,3347.6
Wooden Craft,Bamboo,1440,978,24.94,1.31,2897.08,3523,3859.51,0.97,5608.36
Embroidered Cloth,Brass,637,79,48.64,1.69,1464.58,1739,2014.37,0.6,2346.64
Metal Craft,Brass,51,443,18.17,2.39,3042.74,3529,4242.89,0.9,3058.29
Jute Bag,Clay,770,685,8.41,0.54,2018.64,2495,2652.0,0.81,3682.14
Handmade Jewellery,Silk,247,406,37.75,3.91,556.24,668,796.16,0.63,1595.73
Embroidered Cloth,Wood,284,1142,6.64,2.57,1078.85,1149,1397.32,0.59,2873.36
Pottery,Brass,187,1181,38.56,0.93,2263.81,2853,3184.0,0.8,3829.67
Terracotta,Terracotta,1478,660,43.19,1.15,1455.43,1735,2107.64,0.55,4036.96
Terracotta,Wood,1266,59,47.96,3.63,801.41,954,1111.65,0.58,2652.97
Jute Bag,Cotton,55,422,31.74,1.66,3001.49,3302,4265.09,0.78,2888.0
Jute Bag,Bamboo,339,342,16.96,1.1,1307.8,1430,1542.49,0.87,1933.45
Embroidered Cloth,Silk,1251,973,44.67,3.8,1413.87,1627,1767.44,0.81,4434.54
Wooden Craft,Bamboo,413,824,47.86,1.25,3021.05,3486,3693.99,0.6,3985.08
Jute Bag,Clay,706,1156,11.08,1.18,1910.76,2145,2656.25,0.25,3735.34
Wooden Craft,Brass,731,1136,8.56,0.81,579.07,750,875.92,0.4,3009.29
Cane Furniture,Terracotta,196,488,59.18,1.82,2042.13,2599,2920.99,0.98,2898.21
Jute Bag,Cane,435,570,43.89,0.44,2789.17,2984,3876.13,0.68,3171.66
Wooden Craft,Wood,329,73,34.41,3.5,1422.36,1825,2021.07,0.29,1788.46
Bamboo Basket,Cane,1496,1097,59.04,0.87,2018.73,2422,3025.1,0.63,5188.31
Terracotta,Bamboo,773,824,28.2,0.19,1372.65,1667,2074.82,0.46,3471.79
Terracotta,Wood,1401,653,24.8,4.46,3090.36,3785,4681.15,0.69,5166.0
Pottery,Jute,1332,307,29.97,2.68,2676.3,3486,3997.13,0.27,4365.8
Metal Craft,Cane,1133,1088,33.32,2.45,763.85,871,1027.62,0.86,3830.93
Cane Furniture,Beads,1085,129,51.89,0.79,1244.85,1421,1585.24,0.42,2710.94
Handloom Saree,Clay,1059,822,29.27,0.4,2149.74,2542,3025.75,0.68,4294.99
Handmade Jewellery,Jute,1468,915,57.55,4.54,3048.85,3470,3985.5,0.57,5516.1
Jute Bag,Bamboo,842,793,12.61,4.27,1616.5,1998,2220.96,0.68,3641.54
Embroidered Cloth,Beads,549,258,8.86,1.11,1635.98,1904,2195.15,0.29,2161.34
Embroidered Cloth,Clay,688,166,18.84,1.84,3127.67,3415,4047.63,0.62,3339.25
Metal Craft,Wood,885,485,38.11,3.34,2885.71,3166,3862.85,0.92,4074.11
Metal Craft,Bamboo,442,530,38.52,0.71,1247.84,1375,1453.28,0.25,2306.61
Metal Craft,Beads,148,961,45.27,1.67,1834.19,1986,2166.37,0.95,3109.8
Terracotta,Silk,1185,834,48.72,1.22,1527.68,1758,2215.34,0.22,3998.0
Bamboo Basket,Silk,1259,1000,14.31,3.56,3230.25,3794,4001.47,0.51,5321.69
Terracotta,Jute,880,1085,36.89,3.2,1564.06,1902,2356.81,0.5,3972.45
Embroidered Cloth,Silk,1023,652,57.29,0.63,2064.6,2581,3311.59,0.94,4252.01
Embroidered Cloth,Cane,60,673,43.53,4.76,1913.71,2281,2491.42,0.57,2606.1
Handloom Saree,Cane,452,765,52.15,1.1,377.7,442,502.22,0.28,2282.27
Pottery,Clay,93,1156,53.24,0.16,2902.9,3059,3443.21,0.39,3847.99
Jute Bag,Beads,1354,471,55.54,0.5,384.65,487,621.83,0.28,2957.08
Terracotta,Jute,899,768,52.4,2.74,1675.72,1958,2307.72,0.66,3700.14
Handloom Saree,Wood,1399,988,20.44,2.58,1818.89,2272,2585.01,0.91,4828.18
Bamboo Basket,Bamboo,753,933,51.91,3.54,1079.08,1393,1483.46,0.21,3389.59
Embroidered Cloth,Beads,1041,151,48.81,3.24,839.75,1076,1268.49,0.33,2497.68
Embroidered Cloth,Cane,806,1104,23.81,0.85,436.8,580,736.6,0.28,3106.9
Terracotta,Wood,1487,1195,20.9,1.82,2048.39,2264,2875.65,0.41,4976.38
Pottery,Terracotta,1133,699,28.97,0.75,316.42,338,368.89,0.32,2988.75
Jute Bag,Cotton,224,523,31.38,3.32,2218.14,2604,3195.73,0.66,2914.42
Bamboo Basket,Bamboo,183,914,6.27,3.38,1657.07,2179,2780.08,0.96,3178.61
Handloom Saree,Cotton,511,1015,21.56,2.47,1789.95,2000,2406.0,0.3,3472.77
Bamboo Basket,Clay,1310,388,24.22,3.02,3001.63,3313,3886.48,0.96,4426.64
Wooden Craft,Beads,352,450,44.45,4.19,1342.4,1550,1758.98,0.62,2369.71
Jute Bag,Jute,1067,644,17.98,1.5,2589.54,2813,3075.88,0.38,4099.73
Embroidered Cloth,Cotton,1365,921,55.03,0.22,1880.96,2169,2774.99,0.4,4532.13
Handmade Jewellery,Beads,51,688,17.45,4.79,3045.11,3517,3815.95,0.33,3332.08
Jute Bag,Brass,895,228,38.38,0.7,3069.28,3654,4431.73,0.85,3920.21
Terracotta,Jute,318,673,35.34,1.44,2519.63,2822,3116.73,0.34,3281.43
Metal Craft,Cane,396,1197,5.55,2.41,1703.24,2037,2242.48,0.64,3465.48
Terracotta,Clay,334,771,36.51,4.98,3299.32,3480,3873.78,0.58,3748.67
Metal Craft,Jute,805,1159,49.49,4.62,2108.42,2221,2638.29,0.76,4284.62
Embroidered Cloth,Bamboo,840,779,21.08,0.85,2254.07,2536,3225.15,0.66,3746.8
Cane Furniture,Terracotta,522,861,45.23,2.94,1372.19,1631,1721.11,0.32,3246.29
